barcodes,UMI,cell
1775,182,noise
1776,182,noise
1777,182,noise
1778,181,noise
1779,181,noise
1780,181,noise
1781,181,noise
1782,180,noise
1783,180,noise
1784,180,noise
1785,180,noise
1786,180,noise
1787,179,noise
1788,179,noise
1789,179,noise
1790,178,noise
1791,178,noise
1792,178,noise
1793,177,noise
1794,177,noise
1795,177,noise
1796,176,noise
1797,176,noise
1798,176,noise
1799,176,noise
1800,176,noise
1801,176,noise
1802,176,noise
1803,175,noise
1804,175,noise
1805,175,noise
1806,175,noise
1807,175,noise
1808,175,noise
1809,175,noise
1810,175,noise
1811,174,noise
1812,174,noise
1813,174,noise
1814,173,noise
1815,173,noise
1816,173,noise
1817,173,noise
1818,172,noise
1819,172,noise
1820,172,noise
1821,172,noise
1822,172,noise
1823,171,noise
1824,171,noise
1825,171,noise
1826,171,noise
1827,170,noise
1828,170,noise
1829,170,noise
1830,170,noise
1831,169,noise
1832,169,noise
1833,169,noise
1834,169,noise
1835,169,noise
1836,169,noise
1837,169,noise
1838,169,noise
1839,168,noise
1840,168,noise
1841,168,noise
1842,168,noise
1843,168,noise
1844,167,noise
1845,167,noise
1846,167,noise
1847,167,noise
1848,167,noise
1849,167,noise
1850,167,noise
1851,167,noise
1852,166,noise
1853,166,noise
1854,166,noise
1855,165,noise
1856,165,noise
1857,165,noise
1858,165,noise
1859,164,noise
1860,164,noise
1861,164,noise
1862,164,noise
1863,164,noise
1864,164,noise
1865,163,noise
1866,163,noise
1867,163,noise
1868,163,noise
1869,163,noise
1870,162,noise
1871,162,noise
1872,162,noise
1873,161,noise
1874,161,noise
1875,161,noise
1876,161,noise
1877,161,noise
1878,161,noise
1879,160,noise
1880,160,noise
1881,160,noise
1882,160,noise
1883,159,noise
1884,159,noise
1885,159,noise
1886,159,noise
1887,159,noise
1888,158,noise
1889,158,noise
1890,158,noise
1891,158,noise
1892,158,noise
1893,158,noise
1894,158,noise
1895,158,noise
1896,157,noise
1897,157,noise
1898,156,noise
1899,156,noise
1900,156,noise
1901,155,noise
1902,155,noise
1903,155,noise
1904,155,noise
1905,155,noise
1906,154,noise
1907,154,noise
1908,154,noise
1909,154,noise
1910,154,noise
1911,154,noise
1912,153,noise
1913,153,noise
1914,153,noise
1915,153,noise
1916,153,noise
1917,153,noise
1918,153,noise
1919,153,noise
1920,152,noise
1921,152,noise
1922,152,noise
1923,152,noise
1924,152,noise
1925,151,noise
1926,151,noise
1927,151,noise
1928,151,noise
1929,151,noise
1930,151,noise
1931,151,noise
1932,150,noise
1933,149,noise
1934,149,noise
1935,149,noise
1936,149,noise
1937,149,noise
1938,149,noise
1939,149,noise
1940,148,noise
1941,148,noise
1942,148,noise
1943,148,noise
1944,148,noise
1945,148,noise
1946,148,noise
1947,147,noise
1948,147,noise
1949,147,noise
1950,147,noise
1951,147,noise
1952,147,noise
1953,147,noise
1954,146,noise
1955,146,noise
1956,146,noise
1957,146,noise
1958,146,noise
1959,145,noise
1960,145,noise
1961,144,noise
1962,144,noise
1963,144,noise
1964,144,noise
1965,144,noise
1966,144,noise
1967,144,noise
1968,144,noise
1969,143,noise
1970,143,noise
1971,143,noise
